timestamp,consumption_kwh
2012-02-02 04:30:00,0.083
2012-02-02 04:30:00,0.606
2012-02-02 04:30:00,0.222
2012-02-02 04:30:00,0.275
2012-02-02 04:30:00,0.15
2012-02-02 04:30:00,0.183
2012-02-02 04:30:00,0.107
2012-02-02 05:00:00,0.25
2012-02-02 05:00:00,0.624
2012-02-02 05:00:00,0.29
2012-02-02 05:00:00,0.031
2012-02-02 05:00:00,0.062
2012-02-02 05:00:00,0.409
2012-02-02 05:00:00,0.108
2012-02-02 05:00:00,0.231
2012-02-02 05:00:00,0.376
2012-02-02 05:00:00,0.259
2012-02-02 05:30:00,0.408
2012-02-02 05:30:00,0.163
2012-02-02 05:30:00,0.388
2012-02-02 05:30:00,0.179
2012-02-02 05:30:00,0.263
2012-02-02 05:30:00,0.362
2012-02-02 05:30:00,0.268
2012-02-02 05:30:00,0.256
2012-02-02 05:30:00,0.126
2012-02-02 05:30:00,0.605
2012-02-02 06:00:00,0.264
2012-02-02 06:00:00,0.293
2012-02-02 06:00:00,0.402
2012-02-02 06:00:00,0.463
2012-02-02 06:00:00,0.25
2012-02-02 06:00:00,0.121
2012-02-02 06:00:00,0.29
2012-02-02 06:00:00,0.118
2012-02-02 06:00:00,0.569
2012-02-02 06:00:00,0.041
2012-02-02 06:30:00,0.643
2012-02-02 06:30:00,0.117
2012-02-02 06:30:00,0.344
2012-02-02 06:30:00,0.523
2012-02-02 06:30:00,0.219
2012-02-02 06:30:00,0.592
2012-02-02 06:30:00,0.186
2012-02-02 06:30:00,0.945
2012-02-02 06:30:00,0.333
2012-02-02 06:30:00,0.258
2012-02-02 07:00:00,0.345
2012-02-02 07:00:00,0.245
2012-02-02 07:00:00,1.267
2012-02-02 07:00:00,0.324
2012-02-02 07:00:00,0.719
2012-02-02 07:00:00,0.343
2012-02-02 07:00:00,0.608
2012-02-02 07:00:00,0.408
2012-02-02 07:00:00,0.134
2012-02-02 07:00:00,0.384
2012-02-02 07:30:00,1.403
2012-02-02 07:30:00,0.11
2012-02-02 07:30:00,0.788
2012-02-02 07:30:00,0.649
2012-02-02 07:30:00,1.701
2012-02-02 07:30:00,0.447
2012-02-02 07:30:00,1.598
2012-02-02 07:30:00,0.553
2012-02-02 07:30:00,0.436
2012-02-02 07:30:00,0.631
2012-02-02 08:00:00,0.838
2012-02-02 08:00:00,1.329
2012-02-02 08:00:00,1.322
2012-02-02 08:00:00,1.833
2012-02-02 08:00:00,0.431
2012-02-02 08:00:00,1.395
2012-02-02 08:00:00,0.383
2012-02-02 08:00:00,0.991
2012-02-02 08:00:00,0.527
2012-02-02 08:00:00,0.313
2012-02-02 08:30:00,0.345
2012-02-02 08:30:00,0.407
2012-02-02 08:30:00,0.649
2012-02-02 08:30:00,0.441
